(4.33134164227951,3.0722723118104738)
(3.3984062581792047,4.520311817002551)
(1.777660331145721,3.764575752317265)
(0.9982137733812052,0.4068916638183617)
(3.1426653420679838,3.2768673809431483)
(1.1205784527197937,3.3908438308177313)
(2.016561302625103,3.2240214997836913)
(2.82332028975612,0.5210795634325577)
(3.0110945581187645,0.7376899300750822)
(2.5458473949905445,3.804096242232691)
(2.5757055591399807,0.08244042350984804)
(4.789433037019518,1.634249693600211)
(2.5620147368222375,1.4530007850807558)
(0.3557775810194641,1.393161237171943)
(0.16001179686654265,3.5535029464826726)
(1.2723418777923317,3.7100856018235544)
(3.6561865202613557,1.0495758570231706)
(3.88430748459624,1.8175400630215865)
(3.2914369356749833,3.741228234070317)
(4.980428372151997,3.757643695898543)
(4.054409175810386,1.6214147406132828)
(1.4742025515557282,3.564130466014685)
(0.9386703750207365,0.1123816662273236)
(2.6086806378020313,0.9610828657688214)
(2.436307397059432,2.2955215865564997)
(1.6942366678867693,1.1155054419995414)
(0.728101054392562,1.9994654864918076)
(3.753466500311567,2.736741668894476)
(4.368140064153281,2.886739596224629)
(1.6409202513437444,0.9117815936233925)
(1.5274308039714757,0.5230106055672384)
(4.396220200327914,2.5030264905212007)
(0.6846998015416667,3.681565293385251)
(0.7924397827118085,3.9716481630951286)
(2.9511297392879383,0.9365827816650157)
(4.875834932632782,3.4110099956198074)
(4.834844383888042,1.630421511973112)
(0.7710483448975353,1.887433311988918)
(1.8262030628792765,3.5995518707934426)
(2.2672707452142,2.7599583861328747)
(2.978644858968412,2.5067017763993005)
(1.158695094740123,1.8634412995616978)
(0.6749433439114477,0.26762142177828796)
(1.1126505013070487,4.74222975929087)
(3.56598377650768,3.271157724329247)
(3.7028485789844727,0.12367203612613731)
(1.0006498233203036,2.327754754853921)
(3.8947754958198306,2.7131063001164213)
(1.0510183547261387,0.741535955104019)
(0.5959251341164812,2.4890644157953172)
(2.52816173208757,2.149035174416001)
(3.315080981225391,0.16419867930513088)
(4.497624142747727,2.494877219470464)
(3.3455956220232896,0.8842418975672256)
(2.4107479059162613,1.560183909348276)
(1.0754583736606838,4.251152437930322)
(1.6205638036404069,1.0333282601582954)
(4.4740861277265935,2.8589301317223548)
(1.838089540422424,4.144274135875684)
(0.30470287075054836,0.17435715735491908)
(4.458055806552551,2.3263191333380364)
(3.6516588689765244,2.3871571385437393)
(1.6118505309679831,4.058919549334638)
(3.919131144382608,2.7398718605557875)
(3.8339319206808624,0.8125435930467556)
(4.245873094092461,0.6142540781967393)
(1.6868080377221446,4.041004590031349)
(2.0068616439583002,2.3136124393299666)
(1.167535630034603,3.9035706431458768)
(3.476995709388613,2.075634213978224)
(1.693014686139021,0.5063127186451793)
(1.5974788012477354,0.6499230075580242)
(2.5612440860638253,1.849641531641364)
(3.9245677042821447,3.230425151053078)
(2.4043549206472026,1.3661815035761293)
(1.3642953333121732,1.9103067558200093)
(4.29516575094853,0.31882056492329836)
(0.17966739560317802,2.643241624167107)
(4.746930420895282,0.8562710941004636)
(2.181072350442774,2.106742557440829)
(4.446812411002422,4.197978783385151)
(4.687338772707817,1.5642213713915503)
(3.711740203371381,2.065345213249312)
(1.6444496844541623,1.7156513110765814)
(4.401152203011461,4.215287362889663)
(1.6343380771838867,3.1896163932238704)
(2.765726668000709,0.7164838941761786)
(2.412621238580618,4.103642207693591)
(1.888247478997756,0.21628124977539465)
(4.982006345752652,2.7805018451405394)
(0.6511641072066005,3.643815372725732)
(3.561758021135117,1.7328109402745446)
(4.6452619682807565,2.9309688030185965)
